text,label
"I refuse to answer , sir .",anger
"[PERSON] , I'm not interested in this . Of course you're not .",sadness
"Okay , good luck I guess !",surprise
And you got a lovely face .,joy
"I pulled that [LOCATION] heist , not Scratch [PERSON] .",anger
I do not like Mr. [PERSON] .,anger
"And me , [PERSON] , I'm with her .",joy
"I've been stuck here for 20 , years .",sadness
I think you're perfect .,joy
There are a hundred other places that really need the water !,anger
They'd go to Congress and get more funding .,sadness
"I used to drive a tank when I was in the army , but look at me now !",anger
What are we going to do ?,fear
"No one picked on you , [PERSON] .",anger
I can hardly wait for you to grow up .,disgust
"Mitä nyt ? , [PERSON] , please .",anger
All you people don't know about lost causes .,disgust
"What's the matter , dear ?",fear
Kill him !,anger
"You're sure of that , are you ?",surprise
My poor person [PERSON] .,sadness
Oh my God ! So cute !,joy
"You know , [PERSON] , I'm a little scared myself .",fear
How lucky you lawyers are .,joy
"No , you don't !",fear
I'm afraid it's all my fault .,sadness
Watch your back .,fear
That's the man that eats people,disgust
"They'll get me tonight , for sure .",fear
I know about abnormal behaviour .,sadness
How wonderful !,joy
"[PERSON] , you're wonderful !",joy
I barely know her . I found her like this and I brought her here .,sadness
You don't want us to drink ourselves to sleep .,sadness
"Men flirt with girls like that , but they don't marry them .",anger
It's an old saying by an old crow .,disgust
I fucking love it !,joy
Even though we have each other . It can be a very lonely existence .,sadness
[PERSON] hang it up .,anger
We're running out of ammunition .,fear
Please let me stay .,sadness
What did he bring his pigeons for ?,surprise
I hope I never wake up .,sadness
I can not understand .,sadness
What goes through your mind comes out of your mouth .,disgust
I can not begin to tell you how sorry I am ... That any of this has taken place .,sadness
"Oh , monkey . - ( laughs )",joy
Downstairs .,fear
"I'm sorry , are we here to have a sarcastic back and forth , or would you like to exchange useful information ?",anger
Seemed like a nice fellow .,joy
Must be losing it .,disgust
Perseus is moving into danger .,fear
"Hold it , not yet !",anger
That's more like it !,joy
"Seventeen to you , [LOCATION] .",disgust
I think I'll wait a moment with [PERSON] if you don't mind .,anger
I love a coward !,joy
I don't know what [PERSON] is ... now .,fear
We had a good time .,joy
Everything you've got !,disgust
"Yeah , he was a good soldier .",sadness
[PERSON] didn't say nothing ...,sadness
"It's all so horrible , isn't it ?",sadness
I don't think anything we can do would be of the slightest use .,sadness
What are you calling me [PERSON] for ?,anger
Didn't they ask you about this ?,surprise
We're so damn lost .,fear
"Bless me , Father , for I have sinned .",sadness
Bloody woman .,anger
I tried my best to make a man out of him ... but it look like I failed somewhere .,sadness
It is a wonderful woman .,joy
"Oh , well , that's a splendid idea , Mrs. [PERSON] .",joy
"This will make a fine heroic poem , you know .",joy
I've just been bitten by a snake .,fear
That's bad management .,disgust
"Son of dork , son of dork !",anger
"Yeah , but he's not gonna take me along any more , is he ?",sadness
But you're not enjoying yourself .,sadness
I can raise my voice in my own home .,anger
You just wait .,anger
"You gonna cry , [PERSON] ?",sadness
"Doctor , can a sane man possibly perform offensive or foolish acts ?",sadness
How would you like the holy hell kicked out of you ?,anger
Thank God you answered .,joy
"I don't care what you found , boy !",anger
I'm trapped .,fear
"It's people who should be blamed for the filth , not the river .",disgust
"Killed the pain all right , but he almost died .",fear
Then don't say it .,anger
Are you sure it was there ?,surprise
I like it !,joy
I don't know anything about it .,fear
Word for word one of the best lies I've ever told .,joy
What have you been drinking ?,disgust
The cellar is the only safe place .,fear
"No , you wouldn't .",surprise
There are definitely people who feel like it's your fault .,anger
I have to live every single day of my life now with everything that's happened to me .,sadness
"Call it off , [PERSON] .",anger
This starved duck ?,disgust
"Ok , kids , dinner's almost ready ! Turn off the TV !",anger
"You don't have to say the words , Governor .",sadness
"[PERSON] , don't look so unhappy .",sadness
"In the old days when we nicked someone no one got hurt , and no one lost anything very much .",anger
What the fuck ?,anger
Because it was my misery .,sadness
"He should , he's got a lot to be thankful for !",anger
"You have a first name , haven't you ?",anger
"Don't be so sentimental , [PERSON] .",anger
Your dinner smells good .,joy
And it's good to see you again .,joy
I can see the exit .,joy
"Ten suicides there was last year , in one day .",sadness
I don't want to argue .,sadness
Why is it that you know so much about them ?,surprise
Ain't no way in the world I'm goin' up that path .,fear
Did you hear me ?,anger
"Silence , [PERSON] !",anger
But you'll never find another [PERSON] .,sadness
"I am aware of that , but to be seen together could be disastrous for us both .",fear
It hurts me when people laugh at you .,sadness
"Who , you mean the current acting President of the [LOCATION] ?",surprise
"Barney , I am sorry .",sadness
Don't come back here  - that's a bit like saying :  Do not read this note  .,disgust
Don't want nobody to get hurt .,fear
She was gonna turn me in .,fear
"You are too outspoken , brother .",anger
"Your little playmate's gone , and I suggest we do the same .",anger
Everyone sees this thing except me .,sadness
Do you understand now why it is so important to me for you to believe that I love you with all of my heart ?,joy
They always have that same look on their face ...,sadness
This itself may have placed the entire country's safety in jeopardy .,fear
"I told you , this can get tough .",fear
l got lost .,sadness
It's not like that .,fear
How did eggs get into the conversation ?,surprise
Are you telling me I don't know what a shark looks like ?,anger
I didn't say that .,anger
I can't believe anything you tell me now .,anger
"Yes , I guess it's been a nightmare for you too .",sadness
These notes led you to tell Detective Lipranzer ... That the murderer was sterile ?,disgust
He doesn't think the forensic chemist will be able to ID the spermicide .,fear
Look at his crooked smile .,disgust
Uh-oh uh-oh ... Why did you take down the [LOCATION] Lace number ?,fear
This thing that's killing your people and mine is from the other side .,fear
They're blaming me for it .,sadness
What should we name her ?,joy
I require an answer .,anger
He was afraid of losing his job .,fear
You men are a disgrace .,disgust
Stop . Stop .,fear
"Well we're looking at major indictments , sir .",fear
When I'm and you're still the way you are ?,disgust
You don't have a boy !,anger
"Okay . You're kidding , right ?",surprise
"If we had known , we would have greeted you with flowers .",sadness
"Hey , hey , hey ! Where does it say",surprise
"I'm sure you feel the same about me , so let's stay out of each other's way .",disgust
"Comrades , your telegram was received with great disfavor in [LOCATION] .",sadness
And how about translators ?,anger
"I'm sorry , I'm sorry .",sadness
What will happen to you after I've gone ? They like hearing my stories,sadness
I don't want us to end up enemies .,fear
"[PERSON] , you don't like this job any more than I do , do you ?",disgust
We also escaped with the million pounds of somebody else's money .,anger
I was more frightened than the defendant .,fear
Why did the inspector allow me to say all those things ?,surprise
Our soldiers are dying in the inferno to be burning tanks .,fear
"If it's so nutritious , how come I don't see you eating it ?",disgust
It's pretty rough .,sadness
"What are you doing ? ! - So long , guys .",surprise
Taste for fine things .,joy
"Get rid of him , [PERSON] .",disgust
Typical !,anger
"Good to meet you , Mr. [PERSON] .",joy
Give a girl a chance to breathe .,anger
"Well , that's not a very even trade .",surprise
"We're human beings , you know .",disgust
[PERSON] was worried too .,sadness
I think I care too much .,sadness
And a right good one .,joy
"They're malicious and vicious , so in and out fast .",disgust
You won't be needing this anymore and I think your boyfriend's had his gut full of races !,anger
It is so nice to be here .,joy
You're a star .,joy
It can't be so hard to die .,disgust
Can't do what ?,anger
Are you sure this report's correct ?,surprise
I've never seen anything in my life as beautiful as you are .,joy
You can't tell anybody .,fear
You don't say ?,surprise
My old friend . Not safe .,sadness
"Oh , thank God .",joy
"Well , the Kid hit him once , and he ain't come back yet .",fear
"Well , now , there's a lovable chap .",joy
We're all gonna die !,fear
The cheque is no good .,sadness
The French Navy knows everything .,fear
What you're dealing with is over your head .,anger
"Child , crying :",sadness
I was not jealous .,anger
You asked for second helpings .,anger
They send me home a hero and I say wonderful things about them back in the [LOCATION] .,joy
"But , [PERSON] , he dresses like the man that cremated Uncle [PERSON] .",disgust
What if they catch the Captain before he gets help ?,fear
I saw one of those things take thirty hits and keep on coming .,fear
It was horrible for him .,sadness
Something about your mother .,surprise
Every player on that team thinks I'm the greatest .,joy
Now get the smile off your face .,anger
"They're shit , [PERSON] .",anger
It might get infected .,fear
"And let me remind you , we lost two key PA's in one day .",anger
I got my eye on you .,anger
He said you were a saintly old man who didn't hold with all the vices .,surprise
That's why audiences love me .,joy
Don't I know ?,surprise
Poor [PERSON] never did have no luck with men .,sadness
Why do you look at me like that ?,fear
I guess she's gone for good .,sadness
I'll have to write it all over again .,sadness
I bear them no malice . I'm sorry for them .,sadness
The reason you never take your wallet out at a ball game or anyplace else is that someone's gonna steal it from you .,fear
"There will come a time , when those who sit above me will want you delivered .",disgust
Heh . Heh .,joy
Said it was ghastly .,fear
"Come on , [PERSON] . We got ta move !",anger
But you are more stupid .,joy
"Five Wounds , for short .",sadness
You don't bring enough men with you .,fear
"That's very rewarding , believe me .",joy
This ain't no poor farm .,anger
"Here's my answer , you dirty ...",disgust
Nobody move . This is a bust .,anger
"The point is , you give the guy money , he jumps into bed .",anger
My wife doesn't have to answer those questions .,anger
Altitude !,anger
Where's your uniform ?,surprise
Because it didn't work .,anger
"My dear , sweet , loving bride !",joy
"The poor old governor has to go back to [LOCATION] and live on his pension , right ?",sadness
Now look at him .,anger
"I am glad that Senator [PERSON] is calm , because every once in a while I'm ready to do a [PERSON] on these guys .",anger
I have a politician who's unable to make a decision .,anger
And m the tooth fairy .,disgust
"I know that you need help , I know that I'm in no position to give it to you , - so , as your friend ...",sadness
Hold it !,surprise
We should celebrate this with a bottle of wine .,joy
"As I told you , it's time we did something about it .",anger
You're the most beautiful person I ever met .,joy
Should I just stand around and let that drooling infant wrap that [LOCATION] dam appropriation around my neck ?,disgust
"Yes , Rock .",joy
"We don't want [PERSON] to come , the bald giant with stupid sunglasses , knocking everybody around for kicks .",disgust
"Men will believe anything , the more preposterous the better .",disgust
Now try winning a game for a change !,anger
The truth is I wanted to quit .,sadness
"Just what we don't need around here , some scrawny , milk - drinking ...",disgust
"Shut up , you fuckhead !",anger
Your word to a breechclouted savage ?,disgust
"A wonderful day , I think .",joy
"As far as I'm concerned , a coconut hit you on the mouth .",surprise
"He's got a shotgun on you , [PERSON] .",fear
"Very nice , very nice .",joy
Where'd this come from ?,surprise
You reject it .,sadness
"You wan na help me make dinner ? - Uh , no !",anger
"Yeah , well , who knew ? - God damn .",anger
The killer is insane !,disgust
"[PERSON] , come on , damn it !",anger
I'd give every horse I own to get a chance at that fella .,anger
"May is a great scientist , but she also has destructive tendencies .",fear
I've isolated her forever .,disgust
"I suppose when a fellow bucks up against a big organisation like that , one man by himself can't get very far .",fear
I'm uncomfortable with whatever this is .,disgust
Where did I see your face before ?,surprise
Now I know how a poor little guinea pig must feel .,sadness
All ?,surprise
You might as well dump it !,anger
I'm not afraid of your threats .,anger
"I don't resent your not paying me for the past two months ... but the thought that I should split my bank account with you ... that you should take half of my life's savings ... that is really too much for me , sir .",disgust
"I am away , sick .",sadness
Comes up smelling ' like a rose every time .,joy
He said : Just leave the money in the top drawer .,sadness
They've been kind enough .,sadness
"You'd better tell your friends , too .",anger
"Apparently any mother , even a bad one , is better than none .",disgust
I haven't done anything wrong .,fear
"[PERSON] , what's going on ?",anger
When does he ever hear me swear ?,surprise
NOW !,anger
Don't a man have a right to know what he's signing on for ?,anger
"Father , I've led such a sinful life .",fear
"My favorite uncle , uncle [PERSON] , swore to me that he would buy me that bicycle .",anger
Are we gonna rescue an old man or stand here and argue ?,anger
It was horrible there .,fear
Her cunt .,disgust
I can't take responsibility for this .,fear
I don't know what I'm going to do .,sadness
You fucking lied to [PERSON] . - l didn't lie to him .,anger
Tell them to hurry it up .,anger
[PERSON] will never stand for it .,sadness
"It's like they're after me , right ?",fear
Stop fidgeting .,anger
"And there she was , dead .",fear
Imagine getting gussied up like this to watch a lot of Supreme Court judges chew .,disgust
Do something .,fear
"Are you a human being , inspector ?",disgust
You return to the front of your army .,anger
I wouldn't trust you to lick a stamp !,disgust
"Well , for god's sake , it's my account .",anger
And what makes you think that note would interest me ?,anger
Stop talking like a fool !,disgust
I hardly consider it fortunate to be bought by anyone by the name of [PERSON] .,disgust
We got him !,joy
And what do you think those old geezers really miss in [LOCATION] ?,surprise
"Toad's friends tried to help him , but were always blocked .",sadness
It's all I've got left .,sadness
I shall always think about it .,sadness
This is your idea ?,surprise
I want it the way it used to be .,sadness
"What , just to see me ?",surprise
Is he all right ?,fear
Let me finish . Of course nobody will buy it if they know it's rat .,anger
Hit the brakes !,fear
Be quiet .,anger
It was just so perfect I just had to catch it .,joy
I hate the British !,anger
"Lucito , huh ?",surprise
I'll be damned .,surprise
But there's nothing for me to do after 3:00 .,sadness
These assholes have been after me for my sources and you're ...,disgust
That was my girl . Wait .,surprise
"Oh , now , Mammy , be reasonable .",anger
How did [PERSON] injure Liberty Rail ?,fear
"Well , I don't want it .",anger
I've been taking these pills for my cold and they knock me out .,sadness
"But when I told the police , I do not think they believed me .",sadness
We just found out they were lost !,fear
About time !,anger
How can we be sure she'll help us free the Childlike Empress ?,sadness
"Look , I ain't got no more to say to you , OK ?",anger
It's a CIT ?,surprise
I'm not takin' a shower with him .,disgust
The Ambassador too would be delighted .,joy
"I'm sorry , I have a bill ...",sadness
"It's very funny , [PERSON] . Don't move !",joy
bat - blind ships .,surprise
He's got something bottled up behind that dashing charm .,surprise
"Oh , I'm so glad .",joy
"False alarms were common , And they didn't help our morale .",anger
It's time you woke up to your responsibilities .,disgust
"I said we're closed , [PERSON] .",anger
Be careful !,fear
I'd sink this ship with all hands before I'd serve him .,disgust
What's all this for ?,surprise
I'll give you a minute and seconds .,anger
Bitch .,disgust
Isn't it hideously plain to the naked eye I'm in love with you ?,anger
Ask him how we'll get outta here .,fear
"He's probably walking around here , lost .",sadness
Just a friendly place to have a beer .,joy
These are the firearms we use .,fear
"Go on , go to work .",anger
What is it with you boys and your war toys ?,disgust
I'm so glad to see you .,joy
"You know , for a minute , that [PERSON] almost had me convinced I was wrong .",surprise
"At that rate , we only have three weeks .",fear
Yeah . They're bleeding .,fear
I don't think I want body - to - body contact .,disgust
The people of my state need permanent relief from crooked men !,disgust
Fuck them !,anger
"You know , [PERSON] is not gonna last five minutes out there .",fear
"You come home , you order out food ... and then you play those stupid [PERSON] albums until 2 , in the morning !",disgust
"Father , make us truly humble and thankful ... for these and all the other blessings .",joy
The lady comes in sudden and she's got this gun .,fear
Nothing can make up for the loss of your life savings ...,sadness
The man has the biggest murder case in the city ... And he has to kiss your ring ?,disgust
There's nothing I can do about squabbles in the imperial court,anger
Isn't this just fabulous ?,joy
The cops are all over the place .,fear
"You can't go around hurting people like that , Comrade [PERSON] .",anger
You can't go down there !,surprise
This is nice .,joy
"Your day is done , old boy .",joy
Come on . Are we doing this again ?,anger
Tell them to get the hell out of there .,anger
I feel not much better now .,sadness
Stand back .,anger
You are not going !,anger
"All right , so we got ourselves a real live rat , right ?",disgust
"And nowhere is more dangerous than their local bar , the rat catcher .",fear
They ain't bad for waffles .,joy
I'm cold .,sadness
"[PERSON] , I warn you .",fear
Are you still mad about [LOCATION] ?,surprise
"Look around , dummy . You see any wires ?",disgust
Let's finish with pretending .,anger
"Then I lived in many European capitals , trying to forget something sad that happened long ago .",sadness
Don't you dare turn that off !,anger
"No , I know how to make lemonade .",anger
Mr. [PERSON] is a wonderful teacher .,joy
This train can't wait .,anger
What'll we do ?,fear
And you can't make me .,anger
You hear me ?,anger
You're not thinking of committing a crime ?,surprise
I had no idea !,surprise
What the fuck are you trying to do ?,anger
You never said a goddamn word about a tilting hydraulic body .,anger
"You ain't very friendly , are you ?",anger
What's keeping you ?,anger
Take your hands off me !,anger
And then there is always a possibility that ... - you won't survive that long .,fear
I don't believe it .,surprise
"It's funny , she didn't mention a husband .",surprise
What are you doing with that piece of sheep dip ?,disgust
Your parents'll kill me .,fear
We are on an official mission ... and we have no right to change the orders of our superiors .,anger
What are you saying ? Read the fine print .,anger
"The more you find out about us [PERSON] , the more impressive we become .",joy
"Pick it , boy , pick it !",joy
"If you don't find [PERSON]'s killer , we are both history .",fear
You're over .,anger
"That's right , home girl ,",joy
You want us to believe that ?,surprise
The coach was robbed and [PERSON] killed .,fear
"Give me the suit , right now .",anger
Just leave him alone !,anger
Am I a criminal for that ?,fear
"Just some water , dude .",anger
We came to love him .,joy
"Captain , was [PERSON] wasted ?",sadness
"Some of them are carved in stone , some of them men like [PERSON] put up there , so suckers like me could read them .",sadness
You can shoot us now .,sadness
"Fracture that whole part of the world , and now we have ISIS .",fear
Run !,fear
What do you care ?,anger
What's that got to do with it ?,surprise
[PERSON] was a pretty good mountain climber .,joy
Light has conquered darkness .,joy
"That's a twist . - Oh , a fruit twist ?",surprise
Or was I the man of the future ?,surprise
I hope you have a nice stay in [LOCATION] .,joy
Do I look like a baroness ?,surprise
"First you waste my time , then you get my name wrong !",anger
And whoever holds [LOCATION] points a dagger at the heart of [LOCATION] .,anger
Any friend of [PERSON]'s is a friend of mine .,joy
I can see I made a mistake .,sadness
We'll work beautifully together .,joy
Why should the signing of these articles be suddenly held up ?,surprise
Move !,anger
I ain't a boy !,anger
"Watch it , it's still wet .",fear
"Yeah , this is really beautiful .",joy
It's somehow able to bend light .,surprise
Wait ! His troops are still out there,sadness
You should have thought of that before you left the house .,anger
You made Case feel like shit tonight 'cause he was scared .,disgust
It's not going to be easy .,fear
"I just said , I love you .",anger
"Spent time making that , you know .",joy
I don't want to hear it .,anger
"That's very inspirational , [PERSON] .",joy
Shit ...,fear
"Simply stated , [PERSON] , it means that you have suffered damage to the brain .",sadness
Am I interrupting something ?,surprise
The day is warm and bright,joy
I wanted to let you know that the ambulance was late in getting away .,sadness
"Mr. [PERSON] , do you think really that I could be a star ?",surprise
Are you gonna retire or not ?,disgust
"By heavens , an Englishwoman .",surprise
I'm not usually this fragile .,sadness
We're looking good here .,joy
"You get beaten though , don't you ?",fear
Which way is this train heading ?,fear
"Do your friends put money in your pocket , [PERSON] ?",disgust
"Look , I got ta go .",anger
He could shoot you and say you tried to run .,fear
l want to see her .,anger
Who knows ?,anger
Meaning what ?,anger
He's in plenty of hot water .,sadness
"If you don't get married , I'll fire the both of you .",anger
They probably will start crying .,sadness
"If we lose , get out of town quick .",fear
You love her or what ?,surprise
I really can't believe it .,fear
Tough shit !,anger
Why are we peddling our precious possessions to the world at this time ?,surprise
That's why I couldn't remember anything on Saturday .,surprise
Pretty sea . Pretty sand .,joy
It's good coffee .,joy
He's gonna kill you !,fear
♪ She swapped me for a trout ♪,joy
I'm afraid I've disappointed you .,sadness
Leave us alone .,fear
If by the third count you and your officers are not on the way to work I will give the order to fire .,anger
Shit happens .,disgust
"If not , get the fuck off my car !",anger
I think some were stolen .,sadness
Isn't this the same desk ... ?,surprise
"Do all directors come to ask young women to sit with their producers ? Um , not all .",surprise
"No ! I don't know [PERSON] , I swear .",fear
Just the way I like 'em .,joy
I'm gonna get anybody who had anything to do with it .,anger
I can throw this knife pretty good .,joy
Ring the alarm !,fear
If you think I'm the kind to mess with anybody comes along ...,anger
"It's still my hat , you know .",anger
"You oughtta try it , it might clear your head .",joy
We were friends from high school and we just sort of hooked up again .,joy
"What in the name of [LOCATION]'s balls are you doing out here alone , lady ?",fear
You don't even know him !,surprise
I didn't think you'd shoot .,surprise
Something's happened .,fear
Or perhaps you should be careful .,fear
Would you stop harrassing her ?,anger
"What ? What , daddy ?",surprise
It's hard being a dope fiend .,sadness
What's it gonna cost me ?,fear
"I will , if you don't stop nagging me .",anger
"Hey , let me outta here !",fear
"Hallelujah , brothers !",joy
Leave me alone !,anger
I mean the commissioner and the mayor decided not to set a precedent inviting every maniac in this city to kidnap someone .,anger
You still have your health .,joy
And you must trust me when I say it's likely we're all going to die .,fear
Knock it off . Will you knock it off ? !,anger
We'll get him out of town .,anger
A lot of fun you are .,joy
"You youngsters , be quiet .",anger
You're so beautiful .,joy
God !,surprise
I said ... Burn in hell !,anger
You've got a woman here ?,surprise
Suppress it .,disgust
"Ned , don't .",fear
"Oh , my !",surprise
"Did you hear that , honey ?",surprise
So why didn't you invite [PERSON] ?,surprise
It's a shame to waste all that prime beef on a guy serving three to five in prison .,disgust
Good morning !,joy
How did we ever stand each other in that plane for three years during the war ?,surprise
"Especially when there are no days and nights in it , but just days that turn black when the sun goes down .",sadness
Feel better ?,sadness
And what better than to sacrifice one of the beast's own servants whom we caught masquerading as a holy sister of the Mother Church ?,disgust
A pleasure to meet someone who understands that to the true gambler ... money is never an end in,joy
They've done things with my body and the bodies of others ...,fear
"And the smell -- it lingers , you know .",disgust
You won't get him .,sadness
Why the hell not ?,anger
"Violin , soccer , track , friends , uh ... memories with my brother and sister playing .",joy
That's what makes it so good afterwards .,joy
Nothing's ... ever right .,sadness
"Come on , don't be a fool .",disgust
And how is that different than all the times you risked me ?,anger
"If men and nations had this goodness that I speak of , I would be willing to share all this ... My records , everything .",sadness
I was ambitious then .,sadness
I thought you might want a little cheering up .,joy
( laughs ) I know how you feel .,joy
It astonished me .,surprise
That's very rare .,surprise
"No , [PERSON] .",sadness
So no more crimes .,joy
"Might wash some of the starch out of you , or rust .",disgust
"This can't go on , it's ridiculous .",anger
She'll lend you an air of respectability if that's possible .,disgust
Judge [PERSON] .,anger
Four minutes to bomb time .,fear
"For us , business is lousy .",sadness
Give them a taste of their own iron !,anger
"You'd prefer the parents dead , too .",disgust
I'm sure that's thanks to you as well .,joy
I don't want you saying nothing about the Kid and nobody else in my damn county .,anger
"And it is time that the [LOCATION] government started coming clean on what it's all about , because they're very important military and ...",anger
"Look at it again , professor .",anger
They come from the New Orleans Bridge Club ... and they've been bonded by the steward .,fear
I will follow the Senator's example and refuse to remain in this chamber as long as that man holds the floor !,anger
Anything you say can and will be used against you in a court of law .,anger
Fine !,anger
All I asked you is where the hell [PERSON] is .,anger
Put the gun away .,anger
He promised to pursue it vigorously .,fear
"Hey , wait for me .",fear
"Die , you bastard !",anger
"Yeah , mind your own business .",anger
Don't try to change the subject .,anger
We'll say farewell to [PERSON],sadness
She's won and I've lost .,sadness
Professor ?,surprise
What's the matter with my policy ?,surprise
The longest game I ever played was on the maiden voyage of the [LOCATION] .,disgust
I'm really sorry .,sadness
You look pretty good up there yourself .,surprise
Die ... damn it !,anger
"Why don't you go back and play hero in your own world , Earthling ?",disgust
We'll blow it open .,anger
A skinhead in our bar .,disgust
"If we don't get that money , how's [PERSON] gonna go to seattle ?",fear
If anyone looks like they know you ...,fear
Six straight wins and a whole new rash of penalty minutes .,joy
You can't take the car !,anger
You saying I got no brains ?,anger
"Come on , we got ta warn him .",fear
It was them that fucked up .,anger
"Seriously , she is a woman who loves our great state .",joy
I want the whole morning edition a blast to push him off the floor .,anger
"That's what you're living with , a couple of real boy scouts !",anger
"Go ahead , [GAY SLUR] .",disgust
"I got a great personality , you ask anybody .",joy
We're seven minutes behind schedule .,anger
I ain't talking about that crap !,anger
I though you didn't like blood sports .,surprise
Are you going to come or do I have to drag you ?,anger
I didn't ride out here to pick blueberries .,anger
You have till five o'clock .,disgust
Get along with it .,anger
They're unbelievable .,surprise
Are you blind ?,anger
"It hasn't been easy , has it ?",sadness
I hate him so fucking much .,anger
"You love me , don't you ?",joy
"You took away my czar , my country , my people .",anger
"Blue , pink , yellow or orange ? - Green .",anger
So leave us alone and anybody who wants it gets it .,anger
Do some more rolling and tossing and thinking about it .,disgust
"Why don't you get a fucking job , man ?",disgust
"[PERSON] , there is no time .",fear
The are buried ... alive !,disgust
"You are a coward like all other people , aren't you ?",disgust
I'm blowing this place .,anger
What good is it to cut off your heads ?,disgust
"Oh , boundless heaven and earth Help me !",fear
Isn't [PERSON]'s death enough ?,fear
"Don't give up , mate !",fear
"You're no hero , so don't worry about it .",disgust
You'll punish me .,disgust
Wear 'em on your collar .,anger
I love this guy !,joy
It's back !,surprise
Can -- I was gonna ask you if I could give it to you ?,sadness
"Mr. [PERSON] , are you opposing me ?",anger
What an idiot .,anger
I do not drink with thieves and pirates .,disgust
I wouldn't trust anybody .,fear
"You think that by saying ,  I'm sorry ,  all the past can be corrected .",sadness
I must be going senile .,sadness
My unit's due to be shipped out soon .,sadness
I'll keep her off the screen . I'll destroy her . No .,anger
Find out where he hides them deeds and all the stuff he's been stealin' .,disgust
"Well , stop it !",anger
I'm really tempted to take you along with me ... but I'm just afraid that I'd awaken some morning ... and find you'd made a necklace with my teeth .,disgust
The penis is evil .,disgust
"Yes , I was always afraid as a child .",sadness
Oh ...,sadness
I'm alarmed about you .,fear
Are you OK ?,fear
You made the appointment without me .,anger
It's supposed to be great .,joy
Get back on the job .,anger
This thing isn't here for decoration .,anger
Seems a shame to part company after all these years .,sadness
Tell her we're waiting .,anger
"It's not deep , but it's there .",joy
We're the only ones who can afford to be honest .,anger
Not [PERSON] ?,surprise
"[PERSON] , listen to me .",sadness
"Oh , sure . Cry all you want .",disgust
"Really , I've never been happier .",joy
A quarter of a million dollars ?,surprise
You know when I realized that ?,surprise
What happened to your coat ?,surprise
One of you better tell the lieutenant that the waterhole I come by this morning is all muddied up .,disgust
"Idle boasting , I assure you .",disgust
"Of course I'm sweating , you moron .",disgust
"Come to think of it , everyone did look kind of undressed .",surprise
"It's hard to believe , isn't it ?",surprise
"Besides , according to your story , you weren't exactly 100 % scientist after you took it .",anger
It felt like an earthquake .,fear
He never turned up at all .,anger
You're ruining it !,anger
Is it supposed to work right away ?,surprise
What are you all gaping at ?,anger
Most of their wounds won't heal properly .,fear
"Hey , you know me .",joy
The ring !,surprise
I'm obsolescing like this old straw - bottomed cruiser of ours .,sadness
"You know , come to think of it , It is a rather interesting conception .",surprise
I'm gonna kill myself .,sadness
Midship damage control won't answer .,fear
"Gee whiz , so many things happening all at once .",fear
"You're sure we're not , uh , crowding you , eh ?",fear
Thirty years in this fucking office .,anger
My grandfather wouldn't have anything to do with him .,anger
Let's just say I'm chickenshit .,sadness
Did I hear something about jewels ?,surprise
Did you do this ?,surprise
I didn't have time to ask .,anger
You expect us to stand all the way ?,anger
"But , what if it doesn't work ?",fear
Japs !,fear
They got away .,sadness
We don't need you here !,anger
[PERSON]'d be so disappointed if you weren't surprised .,sadness
"I mean , about my having this floor to go on with my babbling .",sadness
Is this our new car ?,surprise
Go back to your work .,anger
What if we had dinner ?,joy
The silly little girl wanted to give her kind of a party .,disgust
All the good in this world came from fools with faith like that .,sadness
I'm unhappy .,sadness
I wan na feel good about something sometime .,sadness
"After marrying , clear what ...",disgust
You're wasting your time with me . I'm nothing .,sadness
"Actually , we don't know a soul here .",surprise
This is too weird .,disgust
"Our kids , struggling through their lives .",sadness
I just hope there's no snakes round here .,fear
But the war had changed him .,sadness
I am the slave sent to the [PERSON] [PERSON] .,sadness
How did this happen ?,surprise
"You know , you can't actually think .",anger
I didn't know I had one .,surprise
My grandparents were killed in the war .,sadness
"It's terrible that bad things happen , and all we do is stand by and watch .",sadness
There's a man down there on his head .,fear
"Well , people are entitled to leave cars outside if they want to .",anger
How many times have I told you to keep away from my desk ?,anger
That was wonderful .,joy
"Before you know it , we'll be good again .",joy
She's sad right now ?,sadness
And were you not told the same thing by his wife ?,surprise
"Everything's going so fast , man !",fear
We are not gonna pay you nothing .,anger
"[PERSON] , there's no point in going on .",sadness
Let me out of this glory hole !,anger
They're coming here ... to [LOCATION] .,fear
"We're the minorities , man .",sadness
"[PERSON] , this is Al.",joy
TV ... Satan's spirit flew out of the TV !,fear
They tried .,sadness
What does my height have to do with anything ?,surprise
Yes ? What is it ?,anger
Do you know what they say about girls who play ?,disgust
Please ... No ...,fear
"Peaceful up here , in't it ?",joy
Then what did you just stuff under your bed ? Nothing .,fear
We'll catch 'em sooner or later .,anger
"I tried one of them once , but she didn't show any enthusiasm at all .",sadness
What would a plate like this be doing in a World War II munition ship ?,surprise
They get their wings torn out and they're thrown back to [LOCATION] again .,disgust
"I don't think I should join your campaign , you know .",sadness
"Listen , [PERSON] .",sadness
It's terrible what happened to him .,sadness
But if you do not work hard you will be punished .,anger
"Oh , [PERSON] , [PERSON] , it's happening .",fear
"Uh , six reported injured , two are in sick bay , two more seriously being rushed to [LOCATION] .",fear
All the best fools come from [LOCATION] but only a greater fool would go there .,disgust
He's wonderful .,joy
Is murder a right reserved for that hated nation That has taken everything else from me ...,disgust
