text,labels
I know all those stories .,disgust
I know exactly where I am .,disgust
I know now that you're a man who employs business methods ... which in [LOCATION] would be punished by death .,disgust
"I know you always say you're not like him . But here you are , scrubbing up for the next surgery instead of fighting for the man that you love .",disgust
"I know you drink on the quiet , and I know how much you drink .",disgust
I know you women got ta pretend to be offended .,disgust
I lied .,disgust|sadness
"I love tits as much as any guy ... . . but why would I pay some hag money for some supernatural chicanery ... . . coupled with sagging , wrinkled boobs ?",disgust
I made a deal with a cop once .,disgust
I made some dumb mistakes ...,disgust|sadness
"I mean , aside from all of this junk .",disgust
"I mean , didn't you feel like A complete piece of gutless , spineless , Primordial slime ?",disgust
"I mean , I know writing speeches is writing ... but it's not what I really wan na do .",disgust
"I might have been a lot of things , but I never was a tramp .",disgust
I need a minute .,disgust
I never saw a more gross neglected duty in my life .,disgust
I only hate you and despise you .,disgust
I regret the things that I done .,disgust|sadness
"I regret your aggressiveness , [PERSON] .",disgust
I served next to your jellied spine for two decades .,disgust
I should feed a strange mouth ?,disgust
I shouldn't be this drunk .,disgust
I still insist he's paranoid .,disgust
I still killed three women .,disgust|sadness
"I suppose like the fathead you are , you told Father all your little hopes and dreams ?",disgust
I sure pity the people that have to breathe in the daytime .,disgust
I swear I didn't know .,disgust|fear|sadness|surprise
I swear that man moves like dead lice were falling off him .,disgust
I think he's right . - I don't want to hear it !,disgust
I think I could turn and live with animals .,disgust
I think Mr [PERSON] is disturbed because he can't take you to the party and dance all over your feet .,disgust
"I thought it read like a cheap , dime - store novel .",disgust
I told him his wife was a dyke .,disgust
I told you no liquor in the office .,disgust
"I treat her like what she is to me , nothing .",disgust
I wan na know whose idea it was to have children .,disgust
"I want her out of here , Doctor .",disgust
"I want them booked on felony charges , destruction of private property , and assault .",disgust
I want you to have a heart attack and die so we never have to do this again .,disgust
I want you to know that I hate your fucking guts .,disgust
I wanted to apologize for the other night And I was wondering if I can have an opportunity To see you again today and -- and just talk .,disgust|sadness
I was a friend of the Human Beings until they stole my wife .,disgust
I was once one of those pitiful wretches you see down there .,disgust|sadness
I was snoring in my bed while they were trying to free [LOCATION] ... from an unclean tyrant .,disgust
I was taking out on her what I should have been giving you !,disgust
I will show you freaky ...,disgust
I wish it were anybody's child but yours !,disgust
I wish you'd tell Marigold to shut her silly old face .,disgust
"I wonder how she likes it now , being ordered about by an ex-chorus girl .",disgust
I work with a junkie ?,disgust|surprise
I wouldn't dream of using such a tool .,disgust|fear
I wouldn't trust you to lick a stamp !,disgust
I'd sink this ship with all hands before I'd serve him .,disgust
I'll be forced to shoot you again .,disgust
I'll be sick ...,disgust
I'll be stuck here doing your work while you run all over the city fighting crime or something .,disgust
I'll blacken this punk so he'll ...,disgust
I'll disinherit him .,disgust
I'll never eat fish again .,disgust
I'll shoot the son of a bitch in the balls !,disgust
I'll swear that into my own grave .,disgust
I'll teach you to make meaningless small talk to everyone ...,disgust
"I'm ashamed of you , [PERSON] .",disgust
I'm ashamed of you .,disgust
I'm ashamed to put a picture of [PERSON] in a room like this .,disgust
I'm behaving like years old .,disgust
I'm getting leery of this guy .,disgust
I'm going to puke,disgust
I'm gonna be sick .,disgust
I'm gonna get that bastard .,disgust
I'm gonna take him back to the orphanage .,disgust
I'm gonna tell .,disgust
I'm gonna vomit .,disgust
I'm headed for hell anyway,disgust
I'm in the shithouse .,disgust
I'm listening to you eat .,disgust
I'm not coming .,disgust
I'm not going to the chair 'cause that ape got trigger - happy !,disgust
I'm not interested in some monkey riding the horse .,disgust
I'm not proud of that .,disgust
I'm not some gun for hire .,disgust
I'm not takin' a shower with him .,disgust
"I'm not the same pathetic , trusting fool that I was a couple of days ago .",disgust
"I'm old enough to be your mother , almost .",disgust
"I'm pleased to meet you , ugly wop son of a bitch .",disgust
I'm really tempted to take you along with me ... but I'm just afraid that I'd awaken some morning ... and find you'd made a necklace with my teeth .,disgust
I'm sick and tired of hearing about him .,disgust
I'm so bored with this face .,disgust
I'm stuck with guys down here that are too dumb to roll rocks down a steep hill .,disgust
I'm such a pain in the ass these days I deserve myself .,disgust
"I'm sure you feel the same about me , so let's stay out of each other's way .",disgust
"I'm telling you , this cocksucker's trouble .",disgust
I'm tired of this baby crap !,disgust
I'm uncomfortable with whatever this is .,disgust
I've always thought a lashing with a whip would benefit you immensely .,disgust
"I've been looking for you all over , hoping you were dead .",disgust
I've been to that scumbag town .,disgust
"I've had a thousand chances to kill you , dirty , sell out cop .",disgust
I've isolated her forever .,disgust
I've lost another man and that bastard thinks it's funny .,disgust
I've reconsidered my position on your acquisition offer .,disgust
I've seen men rape an old crippled woman in a wet ditch .,disgust
Idiot !,disgust
"Idle boasting , I assure you .",disgust
"If a man shall be drunk on duty , he shall receive the same fate .",disgust
"If [PERSON] comes back , I'll give him a bust right in the mouth .",disgust
"If ever a funeral laid an egg , that one did .",disgust
"If he can't find enough facts to break you with , I'll give him a couple .",disgust
"If I catch any of you guys in my stuff , I'll kill you .",disgust
"If I didn't love these boys so much , I think I'd kill them myself .",disgust
"If I have to compete with someone , you might let me start on even terms .",disgust
"If I thought I made you feel like that , I'd kill myself .",disgust
"If it's so nutritious , how come I don't see you eating it ?",disgust
"If that slob was a penologist , I'm a jet airplane pilot .",disgust
If there's any decency in you ...,disgust
"If there's any justice , let him get mugged by the man who took my watch !",disgust
"If they don't they may learn to appreciate it , but it will never become part of their soul .",disgust
"If this guy has any information , why hasn't he contacted you already ?",disgust|surprise
"If you ask me , this is the worst case of downright rudeness I've seen .",disgust
"If you can find a job , if it pays more than $ 50 , a week ... and if you don't get involved with another maniac .",disgust
"If you discount the angina , the migraines and the gastritis , there's nothing wrong with me .",disgust
"If you don't let go , I'll ...",disgust
"If you don't tell me all you know , you become an accessory before the fact of murder .",disgust
If you ever talk to me like that again ... I'll make sure you never win another election in your life .,disgust
"If you had any chivalry in you , or were nice ...",disgust
"If you lay one finger on that poor , sweet , helpless girl ... you'll despise yourself forever .",disgust
If you thought as much about being honest as you do about being smart ...,disgust
"If you're dirty , you're going .",disgust
"Ignore that beast , [PERSON] . You joined the church Because you had no talents , no skills ,",disgust
Imagine getting gussied up like this to watch a lot of Supreme Court judges chew .,disgust
"In case it slipped your mind , it's gunnery stations at .",disgust
In hospital he'd hide cigars and brandy all over the place .,disgust
Indeed throughout the entire interview ... he insisted they call him [PERSON] which is his right name and refused to answer to the name of [PERSON] .,disgust
Instant gratification takes too long .,disgust
Irritating little sod .,disgust
Is murder a right reserved for that hated nation That has taken everything else from me ...,disgust
Is not it so ?,disgust
Is that intelligent banking ?,disgust
Is that the only word your mind can understand ?,disgust
Is that what they taught you at Yale Law School ?,disgust
Is there something special about this group that interests you ? No .,disgust
Is this one of your shenanigans ?,disgust
Is this the admiral's harem ?,disgust
No ! No ! No !,disgust|fear
No . [PERSON] is definitely not ' with me  ' .,disgust
"No . That's another lie , isn't it ?",disgust|sadness
Nobody eats that shit .,disgust
"Nobody knows what goes on inside a police car , right , [PERSON] ?",disgust
Nobody likes a whiner .,disgust
Nobody makes a fool out of my wife .,disgust
Not one word of what he's saying is being printed in that state !,disgust
Nothing at [LOCATION] .,disgust
Nothing but talk .,disgust
Nothing doing .,disgust
"Nothing Mr. [PERSON] has to say means shit to you , does it , [PERSON] ?",disgust
Now he takes an utter stranger into the family .,disgust
"Now I know exactly what you think of me , and why .",disgust
Now look at all this fucking mess !,disgust
Now we have all the assholes in one room .,disgust
Now you're lying .,disgust
"Now , don't be a child .",disgust
"Now , I don't date teenagers .",disgust
"Now , look . You're a vaguely amusing and not unattractive guy , but I'm not even remotely interested .",disgust
"Now , you got any more smart talk ?",disgust
Now ...,disgust
Obscenely decaying flesh .,disgust
"Of course I'm sweating , you moron .",disgust
"Oh yeah , that's you .",disgust
"Oh , I'm sorry .",disgust|sadness
"Oh , it tastes bitter .",disgust
"Oh , just things that little girls dream about .",disgust|sadness|surprise
"Oh , my boobs are killing me .",disgust
"Oh , my God , what an idiot .",disgust
"Oh , my God .",disgust|fear|surprise
"Oh , no , Mom . I have to get up early .",disgust
"Oh , no .",disgust|fear|sadness
"Oh , pardon me ... Your reverend and holy slime ball .",disgust
"Oh , Shooter ... tell me ... is this young man of yours gonna give me any trouble ?",disgust
"Oh , sure . Cry all you want .",disgust
"Oh , this place is such a mess .",disgust
"Oh , your parents should be ashamed of themselves",disgust|sadness
"OK , the same day , I'm reading the Post and there's this item on [PERSON] , the radio guy who does those gross jokes about [LOCATION] and the Betty Ford Center .",disgust
"On the other hand , they do have some rather nasty habits .",disgust
Once that secret mentions the visit of the president at a secret air base for the purpose of inspecting things from outer space .,disgust
"One of the many troubles with you , Harry , is , you never know where your movie scripts leave off and life begins .",disgust
One of you better tell the lieutenant that the waterhole I come by this morning is all muddied up .,disgust
One should be able to take care of one's possessions .,disgust
One that will scream in the middle of the night and you'll have to stumble downstairs in the dark and change his soiled diapers .,disgust|sadness
Only a gourd - head would ask a stupid question like that .,disgust
Only whores smoke in public .,disgust
"Open that door again , you'll run a 3 - legged race to the undertaker .",disgust
Or a liar .,disgust
Or are you lying ?,disgust
or even scrap,disgust
Or it might've just fallen overboard dropped there by some drunken old rummy .,disgust
Or it's just [PERSON] that smells like street shit over there .,disgust
Or you can go straight back to your home on the streets .,disgust
"Our assessment is , Your Honor , is that they are responsible , at least in part , for both the creation of these ads and for the development of these ads . they're actually instructions to pimps on how to post an ad that works .",disgust|fear
Our friend  [PERSON] .,disgust
Our leaders are only good for parades .,disgust
Our steamroller methods are getting too hard for your sensitive soul ?,disgust
Over here !,disgust
Oysters are out of season .,disgust
"[PERSON] , I no longer trust .",disgust
"[PERSON] , keep that mule's asshole away from me before I have to break him .",disgust
"[PERSON] , do you know what you did ?",disgust
People can be goddamn cruel .,disgust
"People out there are looting the streets , robbing off hard earners , hard grafters .",disgust
People who don't pay up end with their knees nailed to the floor .,disgust
Pervert .,disgust
"Play fair with me , fat man .",disgust
"Playing with amateurs , huh ?",disgust|sadness|surprise
"Please , give me another chance .",disgust|sadness
"Probably turned into some potluck , poster - making , sing - along .",disgust|surprise
Prostitutes will try to tempt you with their unhealthy immorality .,disgust
"Put these in water , blabbermouth !",disgust
"Qué pasó , shit ! It's the same thing .",disgust
"Quit your swearing , [PERSON] .",disgust
"Rape , sex crimes , child molestation .",disgust
Recycled jockstraps .,disgust
Remember what I told you about court ? Yeah .,disgust
"Repent , you son of a bitch !",disgust
Right now she has murder in her heart .,disgust
"Right now , I wish it had been .",disgust|sadness
"Ripping out phones , urinating on desks .",disgust|surprise
[PERSON] ' your life for that little fucker !,disgust
Rosy had eaten and drunk a lot .,disgust
Rushing home to a hot apartment to listen to the automatic laundry and the electric dishwasher and the garbage disposal and the nagging wife .,disgust
"[PERSON] , I don't like to be here .",disgust
"Sabotage , demolition , that line of country .",disgust
Same place you left your table manners ?,disgust
Saving his life was the final insult .,disgust
"Schmuck , listen to me .",disgust
Scrub all day and I can still smell it ...,disgust
See this or that doctor .   Here's how to solve your problems .,disgust
Seems like I hear everything that goes on in this dump .,disgust
Self - experimentation is against the rules of good research .,disgust
Senorita ? Your bare feet are showing .,disgust|sadness
"Seventeen to you , [LOCATION] .",disgust
Shall I open a vein and sign it in blood ?,disgust
Shame on you for hiding behind the First Amendment .,disgust
"She also has a drinking problem , and I have no idea where she is .",disgust
She believes that her father has incestuous desires .,disgust
She didn't become a Hexenbiest because she wanted to .,disgust|sadness
She do that to make him crazy so he don't know what he doing .,disgust
She even had her baby screaming at us .,disgust
She got what she deserves .,disgust
She has cellulite . I wish we could get her to stop eating so much .,disgust
She is the most immoral young lady I have ever seen .,disgust
"She looks like a jelly doughnut , doesn't she ?",disgust
"She never asks for money , but somehow she always happens to help grateful rich people .",disgust
"She puts the same information out there , Collects her paycheck , and somehow she sleeps at night .",disgust|surprise
She seems very unusual . - Yeah .,disgust
She still eating cereal with her fingers ?,disgust
"She told about the squalor and filth into which she and her brother were born , and how they grew up like animals .",disgust|sadness|surprise
She was a crackhead .,disgust
She was a hooker and made it sound so great .,disgust|sadness
"She was precocious , nosy , opinionated .",disgust
"She was so fat , when she sat on a drugstore stool , she had a hangover .",disgust
She went by taxi .,disgust
She wouldn't leave us here without one word from her except bare dispatches .,disgust
She'll lend you an air of respectability if that's possible .,disgust
She's a mighty cold woman ... prancing about [LOCATION] by herself .,disgust
She's got a witch's brain .,disgust
She's got an indiscreet voice .,disgust
She's nothing but a common mobile vulgaris .,disgust
Shit happens .,disgust
Shittiest rink in the fuckin' league .,disgust
Shoddy work will not do .,disgust
Shot by a mad pharmacist or run over by a car while fleeing from police pursuit .,disgust
Should I just stand around and let that drooling infant wrap that [LOCATION] dam appropriation around my neck ?,disgust
Show me how to punish Perseus for this blasphemy !,disgust
Sicking that horrible dame on him .,disgust
"Silence this fool , [PERSON] .",disgust
Silence !,disgust
Sin .,disgust|fear
Since then I accuse myself of impure actions .,disgust
"Since when is the disppearance of a human being considered trash , in your estimation , Ms Bantam ?",disgust
Since you refuse to abide by the laws of the civilised world we must consider ourselves absolved from our duty to obey you .,disgust
Slaughter ! You missed !,disgust
"Smoke , fire , oppressive heat , as Colombian and Jamaican drug fiends again transform [LOCATION] into a slaughterhouse .",disgust
"So here you have a major country , a nuclear power , making a commitment to do this .",disgust
"So if you're bad often enough , you'll die .",disgust
"So long , suckers !",disgust
"So much you had to take up with that low - down piece , old [LOCATION] .",disgust
So the millionaire speculator is turning respectable .,disgust
"So we eliminate women , old men and kids .",disgust
"So you better hit them bunks , my little babies ... or Sergeant [PERSON] with the big toe ... is gonna see how far he can stick it up your ass .",disgust
So you just hang out and keep a look at kids ?,disgust|surprise
So you're figuring what ? The guy she was having cocktails with did her ?,disgust
So you've decided to have me removed piece by piece ...,disgust
"So , now I'm supposed to roll over like a bitch dog getting my belly scratched ?",disgust
[PERSON] thinks he's a smart - ass .,disgust
Some people told me you were dumb .,disgust
"Some wealthy , influential citizen merely to curry favour ?",disgust
Somebody ought to get their ass kicked for this mess .,disgust
"Somebody's gonna kill you , you dumb son of a bitch , but it's not gonna be me .",disgust
Someone at [LOCATION] gave or sold highly secret research material to four competitive firms .,disgust
"Sorry , I hit him .",disgust|sadness
"Sorry , I should have mentioned it .",disgust|sadness
"Sorry , sir . Careless .",disgust|sadness
Sorry .,disgust|sadness
[PERSON] were coming out of his nose .,disgust
Stand by and see his wife insulted ?,disgust
"Stay away from her , you wife beater !",disgust
Still eating ?,disgust
Stop biting your nails .,disgust
Stop talking like a fool !,disgust
Stop the whore .,disgust
Strange man .,disgust
Strange that I should be called a destitute woman when I have all these riches locked in my heart .,disgust
Stronger mouthwash might be nice .,disgust
Stupid .,disgust
Such vanity .,disgust
Sucker !,disgust
"Summertime , all you can smell is the garbage .",disgust
Suppress it .,disgust
Suspicious old goat .,disgust
[PERSON] sucks pussy !,disgust
"Sweetheart , the opinion of a madman doesn't impress me or anyone else .",disgust
Take a look at these wrinkles and these here grey hairs .,disgust
Take my head and collect your reward,disgust
"Take your hands off there , you old fool .",disgust
Take your mind off my work .,disgust
"Takes a stool to find a stool , huh , Lieutenant ?",disgust
[PERSON] has every paper lined up and he's feeding them doctored - up junk !,disgust
Tell him you're gonna play games on his fucking head .,disgust
Ten years of tap dancing lessons and this is how you repay me ?,disgust
that are years beyond what you could comprehend .,disgust|sadness
That bitch has messed around with me .,disgust
That bohunk's not gonna put a circus tent on my doorstep .,disgust
That cunt is no good .,disgust
That Dude ought to be ashamed of himself .,disgust
That gal's got you all messed up .,disgust
That guy must write real slow .,disgust|surprise
That guy seems like a real piece of work .,disgust
That high is not the one you're looking for . Believe me .,disgust|sadness
"That I had to chew his ass to get him to move on it . He seemed more interested in if , when and how ... I was fucking [PERSON] than in his own investigation .",disgust
"That is disgusting , mean gene !",disgust
That isn't exactly living it up .,disgust|sadness
"That it's , uh , you know ...",disgust
That kid's a monster !,disgust
That makes no sense .,disgust
That old bastard's killed more guys than the electric chair .,disgust
That ought to teach those [LOCATION] to stay away from my house .,disgust
That seems to me like a darn short prayer for a sinner like Dude .,disgust
That sounds worse than it was .,disgust|surprise
That stupid little bastard .,disgust
"That you don't want to live here , or in [LOCATION] , or [LOCATION] , or any other place where people have to live on top of each other , and they don't have enough room to walk , or breath , or smile .",disgust
That ... that seducer and despoiler must be stopped .,disgust
That's a bunch of bullshit .,disgust
That's a foolish article of yours .,disgust
That's a lie !,disgust
That's bad management .,disgust
That's criminal .,disgust|fear
That's disgusting !,disgust
That's entirely ... why don't you bring [PERSON] in to make sure the phone gets answered ?,disgust
"That's [PERSON] park , Mr. computer from downstairs . Some of the hardware is so outdated .",disgust
That's incest !,disgust
That's no good .,disgust
That's not music .,disgust
"That's out of our jurisdiction , isn't it ?",disgust
That's right . The last thing we want is an international incident .,disgust
That's rude .,disgust
That's the boy's weak spot !,disgust
That's the man that eats people,disgust
That's the stuff he fills the children's heads with !,disgust
"That's very rude , refusing to dance with [PERSON] .",disgust
That's what comes of teaching science by TV .,disgust|sadness|surprise
That's why your wife dumped you .,disgust
That's your funeral .,disgust
The A / V guy .,disgust
The act of a sick mind with an urge to destroy something young and lovely .,disgust
The are buried ... alive !,disgust
The asshole's got files on me .,disgust
The coward's code !,disgust
The deal with [PERSON] was a mistake .,disgust|sadness
The devil himself !,disgust|fear
"The dishes are on the table , the refrigerator door was open ...",disgust
The dopes are going to inherit the earth anyway .,disgust
The facing page looks as intellectual as a snake .,disgust
The feces has struck the air conditioner .,disgust
The Feds pay him $ a month and hands off while he deals his own shit .,disgust
The fucker was holdin' on till he could scrounge a job .,disgust
"The general is a traitor , you know that .",disgust
The general talked about killing the president .,disgust|fear|surprise
The girl you thought you knew was quite nameless and without reality .,disgust
The government's got enough on its hands already without ...,disgust
"The gun , honey dripper .",disgust
"The idea that Backpage is just trying to cater to fetishes of old men , doesn't really involve underage children ,",disgust
The job's too tough for you .,disgust
The killer is insane !,disgust
The King wants to take the wife of his cousin .,disgust|sadness
The longest game I ever played was on the maiden voyage of the [LOCATION] .,disgust
The Lord don't hold with anybody that steals around planting time and he sure don't hold with anybody that steals and then lies and says he didn't .,disgust
The majority of children that we see trafficked online have been trafficked on Backpage .,disgust
The man has the biggest murder case in the city ... And he has to kiss your ring ?,disgust
The man is an animal .,disgust|surprise
The man who blows his own horn .,disgust
The man with the sweat was more pleasant than you .,disgust
The manners of a great big educated ape .,disgust
"The more you hear about this and the increased incidents of sex trafficking , the more Backpage comes up .",disgust|sadness
The natives over there are cannibals .,disgust
The old girl's finally lost her virginity .,disgust
"The part that really bothered me was the part where he indicated that ,",disgust
The party's over here . Please . No ?,disgust|sadness
The penis is evil .,disgust
The people of my state need permanent relief from crooked men !,disgust
The piece of chalk had written so many things on the blackboard that it believed it knew all about everything .,disgust
The princess must not pick the polish from her nails .,disgust
The professor has been misquoted outrageously .,disgust
The question is abusive .,disgust
"The result of this is that we're in a crisis that is unacknowledged , ironically .",disgust|surprise
The Senator'll make a good orator when his voice stops changing .,disgust
The service in this hotel is terrible !,disgust
The [PERSON] whose testimony nearly sunk us all .,disgust
The shameless way in which the deficiency bill has been delayed is nothing short of criminal .,disgust
The silly little girl wanted to give her kind of a party .,disgust
The smell .,disgust
The time had come to look the devil in the eye and send him to hell where he belonged .,disgust
The train is so stupid .,disgust
"The truth of the matter is , his skin's as tender as his vanity .",disgust
"The way she's lying , there won't be any steel plate to have to burrow through .",disgust
"The way you've ignored us , you wouldn't think so .",disgust
The whole thing's a fake .,disgust
The whole world sucks .,disgust|sadness
The wise man gets drunk to spend his time with fools .,disgust
Them Italians came one time and stole half the store .,disgust
"Then I turn my back , and he steals a glass .",disgust
Then they'll tell him the way to keep his boy from being hanged is to sign over his ranch to them for a quarter of what it's worth .,disgust
"Then understand your place in the palace , nowhere else !",disgust
Then ... they actually expect you to go to work .,disgust
There are people here I haven't seen since high school nor would I want to .,disgust
There are some in leadership whose time has come and gone . Look ...,disgust|sadness|surprise
There are whores in [LOCATION] who have carved my name on trees .,disgust
"There has seldom been a man so unwise , so headstrong but he could see the necessity of keeping friends and not making enemies at court .",disgust
There is no room in this regiment for a coward .,disgust
There is no time to explain .,disgust
There was a group that helped criminals get guns so they could shoot citizens .,disgust
There will be no further mistakes from the officers and crew .,disgust|sadness
"There will come a time , when those who sit above me will want you delivered .",disgust
There'd be less bills if you didn't raise the kids like I was a millionaire .,disgust
"There'll always be some guy , even some friend of yours , thinking he can treat me like [PERSON] , thinking that it's allowed .",disgust|fear|sadness
There's going to be an awful lot of red faces if this policeman does his duty .,disgust
There's gonna be a lot of clowns out there with firearms and itchy fingers .,disgust
There's no need for sarcasm .,disgust
"There's no order , no discipline .",disgust
There's no reason for anyone to come after me .,disgust
There's no room in sports for people like you .,disgust
"There's nothing mysterious about her , she's just a cheap , little ...",disgust
There's too much loss of life and property damage possible .,disgust|sadness
"Therefore , owing to circumstances which , believe me , are beyond my control , I hereby advise you not to come to [LOCATION] to make the test .",disgust
These are businessmen with no knowledge of creative personalities .,disgust
These are terrible .,disgust
These assholes have been after me for my sources and you're ...,disgust
These guys don't know how to work their VCRs .,disgust|surprise
These heels are grotesque .,disgust
These images will pollute us .,disgust
These men .,disgust
These notes led you to tell Detective Lipranzer ... That the murderer was sterile ?,disgust
These stalls are awfully dirty and they're backed up .,disgust
These videos were posted together with instructions from the kidnappers .,disgust
These words are useless .,disgust
They and the page boys are the only real class in the place .,disgust
They behead people at noon,disgust|fear|sadness
They bite your neck and drink your blood .,disgust
"They bomb cities , sink ships , torture and murder , so you and your friends can eat off a gold plate .",disgust
They brought their fuckin' toys with 'em !,disgust
They do not know the hardships of the imperial court,disgust|sadness
They expect me to cut my finger off .,disgust
They get their wings torn out and they're thrown back to [LOCATION] again .,disgust
They got ta be punished .,disgust
They just have felonies .,disgust
They let you in again ?,disgust
They must have been tracking her or waiting for her to show up .,disgust|fear
They must have picked the prize dummy .,disgust
They say it is the skin of a dead snake .,disgust
They seem so childish .,disgust
They took his heart out .,disgust
They want to fight and die as martyrs .,disgust|sadness
They were bred for degeneracy .,disgust
They won't go .,disgust
They'll shit down their pants and run like rabbits .,disgust|fear
"They're a physical bunch . They're macho , body - proud .",disgust
They're doing the catering and making rather a horrid mess of it .,disgust
They're fuckin' horrible - lookin' .,disgust
They're fucking animals .,disgust
They're hollow and empty .,disgust|sadness
They're in [PERSON]'s pocket .,disgust
"They're just animals , I guess .",disgust
"They're malicious and vicious , so in and out fast .",disgust
They're maniacs .,disgust|fear
"They're savages , savages",disgust
They're too dumb to play with themselves .,disgust
They're trying to take his old man's land .,disgust
They've been infected with the bacteria .,disgust
"Think much , pea brain ?",disgust
Think them folks would spend a penny to send you east ?,disgust
Think we should find a rubbish dump or something .,disgust
This asshole from the coroner's wants her on two stretchers .,disgust
"This document lists the compartmented operations out of the Nellis facility , what the public wrongly calls Area .",disgust
This goddamn town thinks you're as chicken as they come .,disgust
This greaser was just trying to tell me how to run my business .,disgust
"This guy's a phony , [PERSON] .",disgust
This hysterical [PERSON] who tried to kill her husband .,disgust
This is a mistake .,disgust|fear
This is all a cover - up .,disgust
This is an attempt to paint the defendant as a lunatic .,disgust
This is called inbreeding from which comes idiot children ... and more lawyers .,disgust
This is junk .,disgust
This is not behaving in a company way .,disgust
This is only just for it is they who betrayed you by surrender .,disgust
This is so embarrassing .,disgust
This is too weird .,disgust
"This is what it is , [PERSON] .",disgust|sadness
"This is your shit bucket , folks .",disgust
"This kid , bulldozing his way into our lives .",disgust
This life is not only wicked and sinful .,disgust
"This morning they read that an incompetent clown had arrived , parading like a member of the Senate .",disgust
This one's already taken .,disgust
This presumptuous little flirtation is over .,disgust
This starved duck ?,disgust
This studying on revenge is turning your back on the future ... and letting the past eat at your heart .,disgust|fear|sadness
This thing goes to a man's head .,disgust
"This town likes its nasty little , backstairs gossip .",disgust
This tureen holds as much sand as we had strawberries tonight .,disgust|sadness
This was calculated disrespect to your commanding officer .,disgust
Those boys just destroyed my station house and two of my cars .,disgust
Those dirty bastards !,disgust
Those dopes are trying to crack open the safe .,disgust
Those two lovebirds next door driving you nuts ?,disgust
Three years I've been waiting to nail your sorry ass .,disgust
Time was I'd squeeze a pimple like you .,disgust
Time's over for drifters and outlaws and those who got no backbone .,disgust
"[PERSON] , you don't got a forehead , you got a eight - head .",disgust
To be enraged with a dumb brute that acted out of blind instinct is blasphemous .,disgust
"To begin with , a thief .",disgust
To kill the brutals who multiply and are legion .,disgust
Too many of those candied doughnuts .,disgust
Too much vodka .,disgust
Traitor !,disgust
Tries to make it look like rape .,disgust
"Try something now , the brat gets his .",disgust
Trying to eliminate the human perverts .,disgust
Trying to make me crawl and cower and cringe and admit to your monstrous lies .,disgust
Ugh ! Shocking !,disgust|fear|surprise
"Um , I found someone else to -- to take your room ,",disgust
Unfortunately he has a habit of wasting taxpayers ' money .,disgust
Until a trial ... When she sees her husband suffer ... The way she never ...,disgust|sadness
"[PERSON] , I know that you're into a lot of crooked shit .",disgust
"Violence prone , obsessive / compulsive personality , a history of excessive physical force throughout his years as a [LOCATION] police officer .",disgust
"Walk like a man , for God's sake !",disgust
Wan na apologize for the other night .,disgust|sadness
"Wanted for horse - thieving down in Seven Rivers , ain't you ?",disgust
"Was a [N-WORD] , was a dinge , was a coon !",disgust
Was a [N-WORD] ?,disgust
"Watch where you drive , artist .",disgust
Watch your manners .,disgust
Way too much weird stuff goes on here .,disgust
We are delayed . Your mother hates that we are late for the tea .,disgust|sadness
"We booked two seats , but we need three .",disgust|sadness
We can't stop at anything until we've smashed this yokel ...,disgust
We don't commit murder up here .,disgust
"We don't want [PERSON] to come , the bald giant with stupid sunglasses , knocking everybody around for kicks .",disgust
"We few ... the rich , the powerful , the clever ... cut ourselves off to guard the knowledge and treasures of civilisation , as the world plunged into a dark age .",disgust
We have lots of little problems like this .,disgust
We have no choice .,disgust|sadness
We have to watch these convicts and murderers all the time .,disgust
We just have to find someone else with more sense .,disgust
"We lose a little time , and all of a sudden it's every girl for herself .",disgust|sadness
We mustn't forget we wasted a month through an unfortunate disagreement for which I was not to blame .,disgust
"We need to talk and actually catch up , But ... I feel weird about this .",disgust
We saw a real - life example of this last week ...,disgust
We voted you best officer to be marooned on a desert island with .,disgust
We went back to square one .,disgust
"We were licked , weren't we ?",disgust|surprise
We will fire him into the eternal darkness as a testimony to our piety and godliness .,disgust
We'll let them decide . Face the window .,disgust
We're going to lose a man like [PERSON] here for that ?,disgust|sadness
"We're here to scout , not engage .",disgust
"We're human beings , you know .",disgust
We're not all masochists .,disgust|sadness
We're not interested in him .,disgust
We're out of here .,disgust
We're way out of our league !,disgust
We've got nothing to wear . What about our habits ?,disgust|sadness
"Weak , a go - alonger , no character !",disgust
"Well , guess what , mother , I did it to get away from you .",disgust
"Well , he was old enough to be your father .",disgust
"Well , I don't know . [PERSON] told me to bring it out this weekend so he can have a first look at it .",disgust
"Well , I don't .",disgust
"Well , I know you ain't confusing yourself with getting in shape to ride again .",disgust
"Well , I still want him for that train robbery up at [LOCATION] .",disgust
"Well , I think it would be a crime if you didn't participate .",disgust
"Well , I'd like to help you out , mister . There's nothing I can do .",disgust|sadness
"Well , it's a shitty world .",disgust
"Well , it's , very kind of you ...",disgust
"Well , she simply said that you're a fat , pompous , bad - tempered old tyrant .",disgust
"Well , sir a free translation would be that [PERSON]'s a yellow - bellied polecat of dubious antecedents and conjectural progeny .",disgust
"Well , that's very poetic .",disgust|joy|surprise
"Well , the tall guy is not really a friend .",disgust
"Well , there's more than one way to skin a cat .",disgust|fear
"Well , well , well . What do we have here ?",disgust
"Well , when you are fat , you don't move so fast .",disgust
"Well , yesterday , he was just a guy working in the Department of City Planning .",disgust
"Well , you see , over here , you know , in the [LOCATION] , they have these big companies that send out these personnel directors to these colleges to sign up the bright students and their wives .",disgust
